data file for July 2024 field
     53.62   6.911  27.352
     53.88   6.909  27.399
     54.12   6.921  27.440
     54.38   6.954  27.463
     54.62   7.005  27.481
     54.88   7.051  27.495
     55.12   7.116  27.536
     55.38   7.174  27.546
     55.62   7.191  27.547
     55.88   7.187  27.550
     56.12   7.124  27.537
     56.38   6.901  27.503
     56.62   6.738  27.489
     56.88   6.601  27.497
     57.12   6.546  27.470
     57.38   6.226  27.359
     57.62   5.905  27.478
     57.88   6.047  27.511
     58.12   6.198  27.586
     58.38   6.654  27.632
     58.62   6.755  27.576
     58.88   6.867  27.687
     59.12   7.150  27.669
     59.38   7.167  27.645
     59.62   7.027  27.616
     59.88   6.904  27.639
     60.12   6.861  27.657
     60.38   6.839  27.712
     60.62   6.858  27.722
     60.88   6.869  27.732
     61.12   6.893  27.743
     61.38   6.906  27.742
     61.62   6.911  27.741
     61.88   6.907  27.743
     62.12   6.911  27.749
     62.38   6.968  27.796
     62.62   7.098  27.814
     62.88   7.154  27.809
     63.12   7.161  27.817
     63.38   7.176  27.839
     63.62   7.213  27.862
     63.88   7.222  27.871
     64.12   7.226  27.876
     64.38   7.221  27.877
     64.62   7.219  27.880
     64.88   7.217  27.880
     65.12   7.213  27.881
     65.38   7.191  27.876
     65.62   7.125  27.897
     65.88   7.169  27.947
     66.12   7.189  27.964
     66.38   7.185  27.984
     66.62   7.196  27.997
     66.88   7.229  28.014
     67.12   7.262  28.021
     67.38   7.286  28.028
     67.62   7.299  28.028
     67.88   7.311  28.033
     68.12   7.324  28.039
     68.38   7.351  28.052
     68.62   7.389  28.066
     68.88   7.392  28.085
     69.12   7.395  28.097
     69.38   7.353  28.103
     69.62   7.339  28.100
     69.88   7.317  28.086
     70.12   7.247  28.095
     70.38   7.241  28.111
     70.62   7.246  28.115
     70.88   7.252  28.122
     71.12   7.268  28.144
     71.38   7.289  28.161
     71.62   7.308  28.168
     71.88   7.320  28.174
     72.12   7.315  28.173
     72.38   7.313  28.177
     72.62   7.294  28.171
     72.88   7.296  28.173
     73.12   7.285  28.167
     73.38   7.268  28.168
     73.62   7.251  28.177
     73.88   7.259  28.188
     74.12   7.291  28.196
     74.38   7.317  28.198
     74.62   7.330  28.200
     74.88   7.344  28.207
     75.12   7.383  28.234
     75.38   7.411  28.246
     75.62   7.431  28.275
     75.88   7.450  28.272
     76.12   7.458  28.283
     76.38   7.472  28.284
     76.62   7.473  28.285
     76.88   7.474  28.283
     77.12   7.478  28.285
     77.38   7.477  28.287
     77.62   7.478  28.288
     77.88   7.479  28.300
     78.12   7.478  28.330
     78.38   7.496  28.365
     78.62   7.540  28.385
     78.88   7.557  28.394
     79.12   7.560  28.401
     79.38   7.559  28.405
     79.62   7.561  28.414
     79.88   7.565  28.416
     80.12   7.566  28.417
     80.38   7.579  28.420
     80.62   7.591  28.427
     80.88   7.595  28.433
     81.12   7.591  28.438
     81.38   7.587  28.444
     81.62   7.585  28.447
     81.88   7.583  28.450
     82.12   7.578  28.454
     82.38   7.570  28.457
     82.62   7.564  28.460
     82.88   7.560  28.465
     83.12   7.569  28.491
     83.38   7.596  28.513
     83.62   7.606  28.528
     83.88   7.611  28.533
     84.12   7.615  28.542
     84.38   7.616  28.544
     84.62   7.616  28.544
     84.88   7.616  28.544
     85.12   7.616  28.546
     85.38   7.617  28.551
     85.62   7.618  28.551
     85.88   7.619  28.553
     86.12   7.620  28.556
     86.38   7.622  28.563
     86.62   7.625  28.573
     86.88   7.627  28.585
     87.12   7.630  28.592
     87.38   7.630  28.594
     87.62   7.629  28.596
     87.88   7.630  28.601
     88.12   7.633  28.604
     88.38   7.632  28.606
     88.62   7.630  28.606
     88.88   7.628  28.609
     89.12   7.624  28.614
     89.38   7.624  28.618
     89.62   7.623  28.621
     89.88   7.621  28.622
     90.12   7.618  28.623
     90.38   7.615  28.624
     90.62   7.613  28.624
     90.88   7.612  28.624
     91.12   7.612  28.624
     91.38   7.612  28.624
     91.62   7.615  28.627
     91.88   7.617  28.627
     92.12   7.615  28.629
     92.38   7.607  28.625
     92.62   7.584  28.625
     92.88   7.577  28.630
     93.12   7.591  28.632
     93.38   7.584  28.621
     93.62   7.469  28.601
     93.88   7.291  28.605
     94.12   7.370  28.632
     94.38   7.429  28.634
     94.62   7.480  28.640
     94.88   7.511  28.639
     95.12   7.470  28.635
     95.38   7.453  28.650
     95.62   7.428  28.650
     95.88   7.415  28.656
     96.12   7.410  28.657
     96.38   7.401  28.660
     96.62   7.401  28.670
     96.88   7.406  28.666
     97.12   7.381  28.665
     97.38   7.362  28.669
     97.62   7.368  28.671
     97.88   7.367  28.665
     98.12   7.338  28.664
     98.38   7.329  28.675
     98.62   7.357  28.682
     98.88   7.406  28.689
     99.12   7.436  28.695
     99.38   7.447  28.695
     99.62   7.440  28.690
     99.88   7.379  28.682
    100.12   7.344  28.692
    100.38   7.316  28.692
    100.62   7.295  28.694
    100.88   7.319  28.726
    101.12   7.405  28.752
    101.38   7.458  28.766
    101.62   7.468  28.772
    101.88   7.463  28.773
    102.12   7.458  28.775
    102.38   7.455  28.781
    102.62   7.453  28.781
    102.88   7.457  28.781
    103.12   7.466  28.786
    103.38   7.485  28.796
    103.62   7.501  28.794
    103.88   7.538  28.806
    104.12   7.546  28.810
    104.38   7.523  28.805
    104.62   7.314  28.737
    104.88   6.995  28.766
    105.12   6.881  28.760
    105.38   6.835  28.765
    105.62   6.878  28.751
    105.88   6.908  28.755
    106.12   6.881  28.772
    106.38   6.773  28.754
    106.62   6.783  28.752
    106.88   7.168  28.901
    107.12   7.452  28.848
    107.38   7.496  28.869
    107.62   7.511  28.870
    107.88   7.553  28.871
    108.12   7.545  28.884
    108.38   7.575  28.878
    108.62   7.581  28.873
    108.88   7.543  28.857
    109.12   7.570  28.884
    109.38   7.587  28.879
    109.62   7.567  28.872
    109.88   7.498  28.878
    110.12   7.478  28.878
    110.38   7.470  28.872
    110.62   7.460  28.876
    110.88   7.477  28.883
    111.12   7.520  28.881
    111.38   7.490  28.874
    111.62   7.475  28.880
    111.88   7.447  28.869
    112.12   7.408  28.866
    112.38   7.380  28.873
    112.62   7.373  28.870
    112.88   7.238  28.835
    113.12   7.110  28.848
    113.38   7.080  28.844
    113.62   7.059  28.851
    113.88   7.051  28.854
    114.12   7.046  28.863
    114.38   7.069  28.877
    114.62   7.107  28.896
    114.88   7.177  28.925
    115.12   7.201  28.935
    115.38   7.299  28.960
    115.62   7.412  28.981
    115.88   7.434  28.984
    116.12   7.435  28.982
    116.38   7.457  29.011
    116.62   7.478  29.023
    116.88   7.482  29.034
    117.12   7.485  29.049
    117.38   7.485  29.065
    117.62   7.485  29.070
    117.88   7.485  29.071
    118.12   7.485  29.074
    118.38   7.486  29.076
    118.62   7.487  29.098
    118.88   7.487  29.103
    119.12   7.486  29.105
    119.38   7.486  29.106
    119.62   7.484  29.109
    119.88   7.469  29.130
    120.12   7.432  29.166
    120.38   7.410  29.184
    120.62   7.400  29.195
    120.88   7.373  29.241
    121.12   7.324  29.303
    121.38   7.308  29.320
    121.62   7.303  29.326
    121.88   7.293  29.333
    122.12   7.287  29.340
    122.38   7.287  29.346
    122.62   7.284  29.349
    122.88   7.276  29.353
    123.12   7.268  29.357
    123.38   7.255  29.365
    123.62   7.233  29.376
    123.88   7.229  29.382
    124.12   7.229  29.389
    124.38   7.225  29.403
    124.62   7.226  29.415
    124.88   7.217  29.429
    125.12   7.207  29.451
    125.38   7.185  29.489
    125.62   7.146  29.520
    125.88   7.096  29.574
    126.12   7.054  29.617
    126.38   7.035  29.638
    126.62   7.019  29.664
    126.88   6.949  29.768
    127.12   6.897  29.817
    127.38   6.853  29.841
    127.62   6.819  29.870
    127.88   6.812  29.887
    128.12   6.804  29.906
    128.38   6.794  29.915
    128.62   6.757  29.943
    128.88   6.734  29.962
    129.12   6.708  29.996
    129.38   6.690  30.010
    129.62   6.654  30.029
    129.88   6.624  30.049
    130.12   6.583  30.072
    130.38   6.549  30.096
    130.62   6.508  30.113
    130.88   6.479  30.124
    131.12   6.469  30.128
    131.38   6.450  30.130
    131.62   6.437  30.137
    131.88   6.428  30.139
    132.12   6.426  30.142
    132.38   6.415  30.142
    132.62   6.398  30.145
    132.88   6.378  30.154
    133.12   6.360  30.159
    133.38   6.335  30.172
    133.62   6.293  30.196
    133.88   6.271  30.207
    134.12   6.227  30.229
    134.38   6.191  30.257
    134.62   6.177  30.271
    134.88   6.158  30.280
    135.12   6.142  30.288
    135.38   6.119  30.299
    135.62   6.090  30.317
    135.88   6.076  30.325
    136.12   6.058  30.334
    136.38   6.009  30.361
    136.62   5.922  30.416
    136.88   5.874  30.446
    137.12   5.778  30.510
    137.38   5.719  30.555
    137.62   5.669  30.602
    137.88   5.664  30.607
    138.12   5.655  30.614
    138.38   5.640  30.626
    138.62   5.631  30.632
    138.88   5.604  30.654
    139.12   5.571  30.683
    139.38   5.543  30.705
    139.62   5.520  30.723
    139.88   5.481  30.750
    140.12   5.453  30.772
    140.38   5.450  30.774
    140.62   5.441  30.785
    140.88   5.441  30.788
    141.12   5.441  30.787
    141.38   5.441  30.789
    141.62   5.439  30.792
    141.88   5.437  30.794
    142.12   5.435  30.795
    142.38   5.434  30.797
    142.62   5.434  30.798
    142.88   5.428  30.806
    143.12   5.415  30.815
    143.38   5.401  30.826
    143.62   5.396  30.831
    143.88   5.394  30.834
    144.12   5.390  30.836
    144.38   5.386  30.838
    144.62   5.384  30.839
    144.88   5.381  30.840
    145.12   5.373  30.845
    145.38   5.370  30.852
    145.62   5.369  30.855
    145.88   5.368  30.856
    146.12   5.368  30.856
    146.38   5.367  30.856
    146.62   5.367  30.857
    146.88   5.366  30.858
    147.12   5.366  30.859
    147.38   5.365  30.859
    147.62   5.363  30.860
    147.88   5.360  30.863
    148.12   5.358  30.863
    148.38   5.356  30.863
    148.62   5.352  30.864
    148.88   5.350  30.865
    149.12   5.348  30.865
    149.38   5.347  30.865
    149.62   5.347  30.864
    149.88   5.347  30.865
    150.12   5.347  30.865
    150.38   5.345  30.866
    150.62   5.342  30.867
    150.88   5.338  30.870
    151.12   5.335  30.872
    151.38   5.334  30.875
    151.62   5.334  30.879
    151.88   5.335  30.880
    152.12   5.335  30.880
    152.38   5.334  30.879
    152.62   5.331  30.880
    152.88   5.331  30.880
    153.12   5.331  30.880
    153.38   5.331  30.881
    153.62   5.333  30.883
    153.88   5.332  30.886
    154.12   5.330  30.889
    154.38   5.331  30.891
    154.62   5.331  30.890
    154.88   5.331  30.891
    155.12   5.332  30.890
    155.38   5.331  30.891
    155.62   5.331  30.891
    155.88   5.331  30.892
    156.12   5.331  30.892
    156.38   5.330  30.893
    156.62   5.330  30.894
    156.88   5.329  30.895
    157.12   5.328  30.896
    157.38   5.327  30.896
    157.62   5.327  30.896
    157.88   5.327  30.896
    158.12   5.327  30.898
    158.38   5.328  30.898
    158.62   5.327  30.898
    158.88   5.327  30.900
    159.12   5.326  30.899
    159.38   5.326  30.899
    159.62   5.325  30.900
    159.88   5.325  30.900
    160.12   5.324  30.901
    160.38   5.324  30.901
    160.62   5.324  30.900
    160.88   5.324  30.901
    161.12   5.324  30.901
    161.38   5.324  30.902
    161.62   5.324  30.902
    161.88   5.324  30.901
    162.12   5.324  30.902
    162.38   5.323  30.903
    178.38   5.323  30.903
